date,headline,ratings,reviews
20 March 2021,"Gives new meaning to ""Jumped the shark.""",5.0,"Is Disney really THIS desperate to monitize every dollar out of the Marvel franchise?

JUST because the first idea sounds great, doesn't mean it is. It's like someone watched Pleasantville then came up with this. Pleasantville was phenomenal. This just feels like content for the sake of content.

I lost whatever respect I had for the Marvel universe AND even the concept of superheroes.

Elizabeth and Paul are fantastic. And the production values are phenomenal. But this idea is asking too much suspension of disbelief.

How many other ideas were rejected for original content before they decided on this?"
16 June 2021,A for originalty,8.0,Format is really confusing at times but liked Wanda's living in a sitcom thing including fake commercials and catchy songs for each season was a nice weird fun touch.hope they come back and give them a good ending.
6 February 2021,Pietro!!!!,9.0,
20 November 2021,The neverending story,8.0,Enjoyable until the last episode. The Marvel universe is just getting long in the tooth and they need to give us new eyeball food and not just the same BS special effects CGI punch out flying around fight scene.
8 June 2021,Hats off to the writer!!!!,9.0,
20 March 2021,It's underwhelming,7.0,"WandaVision feels like what a marvel film shouldn't be. It's not a bad thing and I would like to see more Marvel projects like this but I can't help but feel like this one didn't stick the landing very well. The first 3 episodes were okay and the next 4 were good, but it felt like the last two episodes were a major disappointment and the build up that was implied in the episodes before made it feel like a fart in the wind. On a technical standpoint, everything was spot on, like the cinematography which is by far one of if not the best in the MCU. It was a good series which could have definitely been better but it's definitely a good stepping stone for phase 4"
7 March 2021,Boring !,7.0,"First 3 and last 6,7 very slow ... Pointless episodes .., just bad comics at tv. Good acting but no justification of any character .. Definition of superhero is changing .. u just have to have powers and then you ultimately will be justified in whatever way the show wants...."
21 March 2021,Stands out from the others,8.0,The first 2 episodes are very slow but the tension starts to build up from there and it turns in to a really exciting show
22 May 2021,"Come on, it deserves a 10!",10.0,"I've seen everything marvel, and the movies again in chronological order... I'm not a huge fan boy but I I've found the whole thing entertaining. Not amazing just entertaining. Now wandavision is something else. It's very different to what everyone is used to, and for the better. MCU is at this point so predictable, the movies have lost any spark that phase one brought. I'll go as far as to say this show is the best outing of any MCU effort."
18 January 2021,Enter the MCU Multiverse,10.0,A refreshing experience after so long without any MCU. A hint of Sci-Fi with a dash of Mysticism and sprinkle of true love Romance. This show begins with 2 Easter Egg filled episodes that are sure to deliver a major plot twist payoff. MCU Phase 4 officially has begun. Let's get Weird.
7 March 2021,Marvel did it again. Marvel blew our minds away with another amazing show.,10.0,"This is the best superhero show. This show is full of surprises, thrill, suspense, comedy. Kat Dennings as Darcy and Randall Park as Jimmy is a treat for the eyes. They are the funniest part of the show. Kathryn Hann as Agnes is perfect. Paul Bettany and Elizabeth Olsen, both are so cute together. After the mind-blowing end credit scene, I am very excited for Dr. Strange in the multiverse of madness."
23 January 2021,Too much filler not enough plot!,4.0,Seeing as each episode is around 35mins long I'm finding there is 25 mins of useless banter coupled with that terrible canned laughter track with only about a maximum of maybe 10mins of actual plot per episode! Having said that when the plot actually does happen to enfold I find it mysterious and entertaining. I hope the writers decide to make the episode more about the actual plot than the terrible wannabe sitcom fluff that takes up most of the show as is the case three episodes in?
20 January 2021,Only 2 episodes in but why should I care.,3.0,"I am sure there will be a huge pay off at the end but it isn't holding my interest now so why bother, I like that its different but like a new haircut, without a personality its just a haircut."
