date,ratings,text,negative_score,positive_score,sentiment
2021-06-22,8,great show watch actually pretty interesting series didnt watch months trailers made look 50s looked surface trite actually extremely good akin sixth sense tricks thinking one thing end find another clever initial pet peeve simply wanda maximoff comic books telepathic telekinetic name marvel comics scarlet witch reference early appearances marvel costume outfit scarlet color wanda witch powers would called chaos hex akin murphys law whatever go wrong go wrong originally part magnetos brotherhood brother pietro quicksilver years developed extremely powerful witch whole thing changing powers completely fan put knowledge aside watch roll eyes really wish hadnt changed powers first appeared avengers movies age ultron magic pretty cool ability jinx said starts one thing another got series better got episodes one first episodes would maybe last episode rose say writing beginning would led believe id give end presto change watching entire season think great wanda changes im giving away surprises end improves episode get past episode even thinking rating wont get far wandas powers revise viewpoint wrote review initially episode fortunately havent posted review yet rewrite far comic books wasnt pleased avengers even 6th episode halloween begin see nah youll see clever surprise halloween episode gotta give em points best part wanda morphs youll discover watch way minor flaws screenwriting final episodes standard overly long final showdown scenes isnt downfall action type movie nobody fights wins minutes always last minutes acting exactly stellar throughout olsen spends time pained deer caught headlights facial expression much range acting character agatha harkness caricature actual character plays evil witty doesnt truly pull laugh bit fake convince way actual character agatha harkness first appeared fantastic four comic books around witch evil still stereotype remains series witch somewhat hag like overly sharp pointy nose features perpetrated wicked witch west type necessary pull true evil written script nonetheless lot imagination character otherwise series better second half first half cleverer would originally appear nicely done,0.138,0.299,POSITIVE
2021-01-16,9,amazing show short charming show well researched well made many little easter eggs negative length episodes episodes short enough realise minutes already short running time credits ridiculous dont know show would waste mins good storytelling time credits disney prompts skip anyway,0.09,0.482,POSITIVE
2021-04-11,10,average marvel movie marvel taking risk marvel like screw sitcoms wasnt convinced enough heard marvel wanted make wandavision sitcom wrong nailed dot good writing direction moving together good acting elisabeth paul teyonah paris kathryn hahn,0.129,0.521,POSITIVE
2021-03-08,5,good beginning dope concept overly complicated love concept show cool went go complicated ive seen finale tell none made sense dont get mcu days hardcore fans saw end made sense feels like taking notes get making movies tv shows hardcore fans bad business,0.159,0.29,POSITIVE
2021-03-19,8,slow burn first time tried watch show got precisely mins episode one thought pile turned months later sister people shes super heros said push keep going gets better said today carried left got end first episode previous thoughts confirmed trash still sisters praise still ringing ears thought ok lets see episode tldr still trash end episode however things turn around end season nothing short epic stop reading go watch wrong start watch end pay worth,0.438,0.111,NEGATIVE
2021-02-12,10,awesome fantastic show every actor excellent job happy biggest fan mcu,0.0,0.89,POSITIVE
2021-05-04,1,really understand hype first episodes really junk next really rushed villain weak plot pale doesnt really feel connected characters except wanda vision due us used avengers rated show falcon winter soldier character development actual plot good reasoning motives character still rated around think show garbage ran marvel brand take high school kid shot show budget way top really dont understand hype,0.201,0.196,NEGATIVE
2021-01-16,10,ignore negative reviews dare people come app leave negative star review bashing show episodes finally getting something creative something different mcu first two episodes delight mom dad laughed whole thing actors lovely tell going long unfolding journey mystery surrounding whats happening anyones speculation brilliant watch open mind open heart guarantee youll get real enjoyment,0.038,0.498,POSITIVE
2021-05-21,7,strange addictive started really weird idea going went along ride production value kept hooked whole mystery going almost lost edge episode cliff hanger really got binge show worth watch helps get lack marvel movies pandemic,0.143,0.22,POSITIVE
2021-02-06,10,dont judge series initial episodes much ahead giving improve overall rating show,0.0,0.346,POSITIVE
2021-02-12,10,listen bad reviews absolutely fantastic watched episode little whaaaaat picked subtle elements hint come intriguing well done series keeps guessing look forward every friday watch bit like kid watching sitcom clever,0.155,0.492,POSITIVE
2021-01-18,9,think star wars cousin youve ever put shoes wrong foot thats mean show accuracy lack aim wandavision names pre fer wanda cosmo oddparents respectfully,0.284,0.085,NEGATIVE
2021-03-19,8,beyond dire many seemed kidding drivel youve gotten dreadfully written unfunny sitcom gag runs longer really necessary third episode finally kicks clues previous episodes hinted,0.289,0.044,NEGATIVE
